#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
makeLocusGraph_chromId_150_chr9_GL383542v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_150_chr9_GL383542v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr9_GL383542v1_alt:1-60032 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_151_chr9_KI270823v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_151_chr9_KI270823v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr9_KI270823v1_alt:1-439082 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_152_chr10_GL383545v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_152_chr10_GL383545v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr10_GL383545v1_alt:1-179254 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_153_chr10_KI270824v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_153_chr10_KI270824v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr10_KI270824v1_alt:1-181496 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_154_chr10_GL383546v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_154_chr10_GL383546v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr10_GL383546v1_alt:1-309802 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_155_chr10_KI270825v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_155_chr10_KI270825v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr10_KI270825v1_alt:1-188315 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_156_chr11_KI270832v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_156_chr11_KI270832v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KI270832v1_alt:1-210133 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_157_chr11_KI270830v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_157_chr11_KI270830v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KI270830v1_alt:1-177092 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_158_chr11_KI270831v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_158_chr11_KI270831v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KI270831v1_alt:1-296895 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_159_chr11_KI270829v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_159_chr11_KI270829v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KI270829v1_alt:1-204059 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_160_chr11_GL383547v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_160_chr11_GL383547v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_GL383547v1_alt:1-154407 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_161_chr11_JH159136v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_161_chr11_JH159136v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_JH159136v1_alt:1-200998 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_162_chr11_JH159137v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_162_chr11_JH159137v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_JH159137v1_alt:1-191409 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_163_chr11_KI270827v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_163_chr11_KI270827v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KI270827v1_alt:1-67707 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_164_chr11_KI270826v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_164_chr11_KI270826v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KI270826v1_alt:1-186169 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_165_chr12_GL877875v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_165_chr12_GL877875v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_GL877875v1_alt:1-167313 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_166_chr12_GL877876v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_166_chr12_GL877876v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_GL877876v1_alt:1-408271 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_167_chr12_KI270837v1_alt_0000_to_chromId_168_chr12_GL383549v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_167_chr12_KI270837v1_alt_0000_to_chromId_168_chr12_GL383549v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KI270837v1_alt:1-40090 --region chr12_GL383549v1_alt:1-120804 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_169_chr12_KI270835v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_169_chr12_KI270835v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KI270835v1_alt:1-238139 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_170_chr12_GL383550v2_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_170_chr12_GL383550v2_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_GL383550v2_alt:1-169178 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_171_chr12_GL383552v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_171_chr12_GL383552v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_GL383552v1_alt:1-138655 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_172_chr12_GL383553v2_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_172_chr12_GL383553v2_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_GL383553v2_alt:1-152874 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_173_chr12_KI270834v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_173_chr12_KI270834v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KI270834v1_alt:1-119498 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_174_chr12_GL383551v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_174_chr12_GL383551v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_GL383551v1_alt:1-184319 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_175_chr12_KI270833v1_alt_0000_to_chromId_176_chr12_KI270836v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_175_chr12_KI270833v1_alt_0000_to_chromId_176_chr12_KI270836v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KI270833v1_alt:1-76061 --region chr12_KI270836v1_alt:1-56134 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_177_chr13_KI270840v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_177_chr13_KI270840v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KI270840v1_alt:1-191684 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_178_chr13_KI270839v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_178_chr13_KI270839v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KI270839v1_alt:1-180306 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_179_chr13_KI270843v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_179_chr13_KI270843v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KI270843v1_alt:1-103832 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_180_chr13_KI270841v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_180_chr13_KI270841v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KI270841v1_alt:1-169134 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_181_chr13_KI270838v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_181_chr13_KI270838v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KI270838v1_alt:1-306913 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_182_chr13_KI270842v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_182_chr13_KI270842v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr13_KI270842v1_alt:1-37287 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_183_chr14_KI270844v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_183_chr14_KI270844v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr14_KI270844v1_alt:1-322166 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_184_chr14_KI270847v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_184_chr14_KI270847v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr14_KI270847v1_alt:1-1511111 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
